ts,equity
2024-04-02T04:00:00,100000.0
2024-04-03T04:00:00,100000.0
2024-04-04T04:00:00,100000.0
2024-04-05T04:00:00,100000.0
2024-04-08T04:00:00,100000.0
2024-04-09T04:00:00,100000.0
2024-04-10T04:00:00,100000.0
2024-04-11T04:00:00,100000.0
2024-04-12T04:00:00,100000.0
2024-04-15T04:00:00,100000.0
2024-04-16T04:00:00,100000.0
2024-04-17T04:00:00,100000.0
2024-04-18T04:00:00,100000.0
2024-04-19T04:00:00,100000.0
2024-04-22T04:00:00,100000.0
2024-04-23T04:00:00,100000.0
2024-04-24T04:00:00,100000.0
2024-04-25T04:00:00,100000.0
2024-04-26T04:00:00,99943.10500995784
2024-04-29T04:00:00,99770.1155077682
2024-04-30T04:00:00,99706.68521576114
2024-05-01T04:00:00,99805.05517615139
2024-05-02T04:00:00,99730.45145852896
2024-05-03T04:00:00,99532.81934980239
2024-05-06T04:00:00,99665.43240059294
2024-05-07T04:00:00,99594.17409677754
2024-05-08T04:00:00,99598.72413319343
2024-05-09T04:00:00,99566.45561586585
2024-05-10T04:00:00,99640.54989639191
2024-05-13T04:00:00,99533.10925500751
2024-05-14T04:00:00,99533.71363716542
2024-05-15T04:00:00,99545.40669704531
2024-05-16T04:00:00,99504.58785720254
2024-05-17T04:00:00,99504.58785720254
2024-05-20T04:00:00,99504.58785720254
2024-05-21T04:00:00,99504.58785720254
2024-05-22T04:00:00,99504.58785720254
2024-05-23T04:00:00,99504.58785720254
2024-05-24T04:00:00,99504.58785720254
2024-05-28T04:00:00,99504.58785720254
2024-05-29T04:00:00,99504.58785720254
2024-05-30T04:00:00,99504.58785720254
2024-05-31T04:00:00,99504.58785720254
2024-06-03T04:00:00,99504.58785720254
2024-06-04T04:00:00,99504.58785720254
2024-06-05T04:00:00,99504.58785720254
2024-06-06T04:00:00,99504.58785720254
2024-06-07T04:00:00,99504.58785720254
2024-06-10T04:00:00,99504.58785720254
2024-06-11T04:00:00,99504.58785720254
2024-06-12T04:00:00,99504.58785720254
2024-06-13T04:00:00,99504.58785720254
2024-06-14T04:00:00,99504.58785720254
2024-06-17T04:00:00,99504.58785720254
2024-06-18T04:00:00,99504.58785720254
2024-06-20T04:00:00,99504.58785720254
2024-06-21T04:00:00,99504.58785720254
2024-06-24T04:00:00,99504.58785720254
2024-06-25T04:00:00,99504.58785720254
2024-06-26T04:00:00,99504.58785720254
2024-06-27T04:00:00,99504.58785720254
2024-06-28T04:00:00,99504.58785720254
2024-07-01T04:00:00,99504.58785720254
2024-07-02T04:00:00,99504.58785720254
2024-07-03T04:00:00,99504.58785720254
2024-07-05T04:00:00,99504.58785720254
2024-07-08T04:00:00,99504.58785720254
2024-07-09T04:00:00,99504.58785720254
2024-07-10T04:00:00,99504.58785720254
2024-07-11T04:00:00,99504.58785720254
2024-07-12T04:00:00,99504.58785720254
2024-07-15T04:00:00,99504.58785720254
2024-07-16T04:00:00,99504.58785720254
2024-07-17T04:00:00,99524.51520165184
2024-07-18T04:00:00,99591.3480467711
2024-07-19T04:00:00,99551.68651796569
2024-07-22T04:00:00,99625.17576242876
2024-07-23T04:00:00,99623.87249276445
2024-07-24T04:00:00,99584.67247503565
2024-07-25T04:00:00,99488.9333352465
2024-07-26T04:00:00,99556.30278577152
2024-07-29T04:00:00,99566.69505905938
2024-07-30T04:00:00,99511.44987156971
2024-07-31T04:00:00,99388.34668714133
2024-08-01T04:00:00,99455.40164939078
2024-08-02T04:00:00,99325.33346593585
2024-08-05T04:00:00,99405.39888505095
2024-08-06T04:00:00,99500.23824687304
2024-08-07T04:00:00,99430.46831345583
2024-08-08T04:00:00,99402.54269105065
2024-08-09T04:00:00,99376.3138253075
2024-08-12T04:00:00,99357.12786427999
2024-08-13T04:00:00,99356.9680155723
2024-08-14T04:00:00,99379.35879892802
2024-08-15T04:00:00,99361.0941417269
2024-08-16T04:00:00,99303.1911211294
2024-08-19T04:00:00,99341.24695967139
2024-08-20T04:00:00,99364.67802990871
2024-08-21T04:00:00,99353.35159450577
2024-08-22T04:00:00,99353.35159450577
2024-08-23T04:00:00,99353.35159450577
2024-08-26T04:00:00,99353.35159450577
2024-08-27T04:00:00,99353.35159450577
2024-08-28T04:00:00,99353.35159450577
2024-08-29T04:00:00,99353.35159450577
2024-08-30T04:00:00,99353.35159450577
2024-09-03T04:00:00,99353.35159450577
2024-09-04T04:00:00,99353.35159450577
2024-09-05T04:00:00,99353.35159450577
2024-09-06T04:00:00,99353.35159450577
2024-09-09T04:00:00,99353.35159450577
2024-09-10T04:00:00,99353.35159450577
2024-09-11T04:00:00,99353.35159450577
2024-09-12T04:00:00,99353.35159450577
2024-09-13T04:00:00,99270.24895155498
2024-09-16T04:00:00,99123.23695298286
2024-09-17T04:00:00,99089.01104451591
